framenr,kanji,keyword,public,last_edited,story
1365,管,"pipe",0,2017-04-27 02:27:54,"Mario was jumping up and down the normal way when he spotted a strange pipe. One made from bamboo. Suddenly, an uninformed bureaucrat came out and said ""The Japanese internet is a series of bamboo pipes"""
1366,父,"father",0,2017-04-27 02:42:36,"Vader"
1367,釜,"cauldron",0,2017-04-27 02:46:28,"One time Luke, I was kidnapped by an old witch. She was going to dump me in this big cauldron full with molten metal. I resisted by splitting my legs. It did burn a lot."
1368,交,"mingle",0,2017-04-27 02:55:55,"Vader went to a Halloween party and decide that he was just perfect and just needed to add one top hat. At the party, he meets with this old friend who he hasn't seen in a lot of time. He asks about his wife and the man tells him that she died on the planet destruction. Vader and his friedn share a high-five as Single Ready to Mingle appears on screen."
1369,効,"effect/efficiency",0,2017-04-27 03:00:50,"The green efficiency industry got so much out of the goverment not from experience or anything else but hiring Terry Crews to go mingling with a beautiful woman to the parties."
1370,較,"(in) contrast",0,2017-04-27 03:04:24,"So Darth Vader tried to mingle with the earthlings, wearing his top hat.  People were willing to forget his suit, but the Deathstar parked next to the other cars.  Its a big contrast you know."
1371,校,"school/学(こう)",0,2017-04-27 03:12:47,"Vader with a hat was trying to find the name of his son in the accpetacnce list posted by schools at the tree."
1372,足,"leg/あし",0,2017-04-27 03:15:15,"Wooden Leg"
1373,促,"stimulate",0,2017-04-27 18:12:37,"Usually, growth among bonsai is stimulated with mulch and water. Norris on th other hand does'nt have time for that; he just shves a wooden leg in the pot and kick the plant once. Automatically, the stimulation bears fruit and the bondai grows."
1374,捉,"nab",0,2017-04-27 18:24:11,"Blackbeard finally got into the Smash scene with a strange easter egg. When Super Mario World was selected as the stage, Nabbit with  a giant finger would appear out of nowhere and nab blackbeards wooden leg."
1375,距,"long-distance",0,2017-04-27 18:27:04,"The giant's wood leg comes with a long-distance phone that can be hooked to any telephone pole to communicate with others."
1376,路,"path",0,2017-04-27 18:32:01,"The new windoes theme has a special loading animation for the path bar at the explorer. A small walkie talkie hobling with his wooden leg slowly moves from left to right."
1377,露,"dew",0,2017-04-27 18:36:23,"The monk was climbing the mountai early in the morning when he heard the sound of a incoming storm. Instead of panicking, the monk grabbed some nearby logs and made a funnel that gave way into the windows PATH. When it started raining, all the rainwater got collected in a small bottle and tranformed to Mountain Dew."
1378,跳,"hop",0,2017-04-27 18:42:19,"As a requirement for finishing the daily work, the turtles are made to hop through some hoops. this, of course. Took amazingly long to do.  One turtle got into the business and decided to start renting wooden legs so everything could be done smoothly."
1379,躍,"leap",0,2017-04-27 18:48:36,"The LeapFrog frog was walking one day on the park when his leg got tangld in a root. The frog unfortunately lost the leg. Yet the Turkey decided that he could live a second life. They gave the frog feathers and a wooden leg and turned him into a chimera."
1380,践,"tread",0,2017-04-28 01:52:22,"combining the best stories: The guy dressed as Captain Ahab must tread carefully when walking on the Pequod parade float, so as not to break through the weak plaster with his wooden leg. If he falls through, he'll have tread marks on him from the next float in the parade (the Revolutionary War/Tea Party float with their ""Don't Tread on Me"" Gadsen Flag)."
1381,踏,"step",0,2017-04-28 01:59:43,"It is known by everybody that Jesus managed to walk on water by putting oil on his feet.
The all-knowing pirate achives the same thing to a higher degree. He puts water on his feet and steps on the sun without trouble."
1382,踪,"trail",0,2017-10-10 17:12:37,"If you follow the trail of trail mix in the forest late at night, you will be led to the foot and leg loving religion."
1383,骨,"skeleton",0,2017-04-28 02:40:18,"The top box 口 is the skull and the brain 田 has shriveled to the size of marble (but following kanji convention it is depicted as a square) and rolled into the bottom right hand corner. With all the hair and flesh gone the crown has slipped down to the shoulders like a necklace. 月 represents the rest of the body of the skeleton. [Idea for position of crown thanks to n1williams]."
1384,滑,"slippery",0,2017-04-28 02:44:25,"A skeleton came into Slippy's restaurant. He ordered a glass of water that unfortunately sluiced down the bones into a puddle at his feet. A ""Caution - Slippery Floor"" sign had to be put."
1385,髄,"marrow/medulla/quintessence",0,2018-02-12 20:41:17,"A *skeleton* is shuffling along the shoulder of the road, so you pull up next to him and ask where he is going. He says he's going to donate his marrow to the hospital because he got into some financial trouble and lost everything; his marrow is the only thing he still *possesses*.
ALL OF THEM A RE THERE BUT ORDER IS WRONG"
1386,禍,"calamity",0,2017-04-28 03:14:30,"Calamity Ganon circles ominously around the altar. From afar that's what it seems to be doing. When you get up close, you see that he only is playing Sharknado with a JAWS mini shark"
1387,渦,"whirlpool",0,2017-04-28 03:19:18,"The reason you cant cross the whirlpools on Pokemon HGSS is that if you do without the aid of a pokemon, Sharpedos eat you up with their JAWS"
1388,鍋,"saucepan",0,2017-04-28 03:23:20,"The durvivor of JAWS had so much hatred for the thing that he decorated his saucepan with the jaws of the thing with a handle made from its hide. only thing that wasn't made from a shark was the metal part."
1389,過,"overdo",0,2017-04-28 03:25:05,"Hollywood overdoes it this time. They made the shark from JAWS get some jet engines and chase actor on the road."
1390,阪,"Heights/osaka",0,2017-04-28 19:13:00,"Anti-batman got a room at the Fairy World hotel. Yet when he looked down the window he saw the height and Osaka below.he got sick"
1391,阿,"Africa",0,2017-04-28 19:24:17,"The Fairy Council finally agreed on extending the Godparent business to an African branch. Yet they got more than they asked for: their whole world got transported in a can to the continent."
1392,際,"occasion",0,2017-04-28 19:35:34,"On this occasion we are reunited to celebrate the wedding of these two... You may now kids the bride.... 
...
After that, they rented the entire fairy world and threw the biggest matsuri the world has seen. They were a really wealthy family."
1393,障,"hinder",0,2018-01-25 18:28:49,"The guy was hindering our progress so we grabbed a badge (a soda cap) and told him to go find the Fairy World and ask for a lollipop in exchange.  Sadly for us, everything that we invented came true and he is now the ruler of the Fairy World.
FORGOTTEN WATCH FOR BLOCKAGE"
1394,隙,"chink",0,2017-04-29 03:29:42,"The newest meme on /csg/ is the chink armor. It does come with a small defect, it has two small chinks ddown in the crotch, and when you look on them, a little sun burns your eyes."
1395,随,"follow",0,2018-01-29 16:37:01,"What you always wanted to posses is over there, on the road thats on the other side of the rainbow of the magic world. You follow the fairies to the other side and discover that there lies an even bigger road to the other side. As you follow that road, a man begins to follow you from behind.
REMEMBERED SKELETON FAIRY AND ROAD"
1396,陪,"auxiliary",0,2017-04-28 20:15:21,"In the Fairy World, to plug the auxiliary cords in the cars, it is necessary to remove the muzzle from the monster that eats the cable."
1397,陽,"sunshine",0,2018-01-31 20:06:11,"One of the specialties of the Fairy World is the sunshine cooked piggy bank. An amazing delicacy.
STORY IS BLURRY. SOME  PIGS SOME SUN BUT NO FAIRY WORLD"
1398,陳,"line up",0,2017-04-29 03:33:01,"There's a line up at the Fairy World and it weirdly goes into one direction; the Eastern Corner. You know the one, the one where all the weebs and otakus dwell. There's a autograph signing going on at the EASTERN JOY comic store and every single weeb wants to get it."
1399,防,"ward off",0,2017-04-29 03:28:34,"The Fairy World has a shrine maiden in all four cardinal points to ward off evil spirits"
1400,附,"affixed",0,2017-04-29 03:35:34,"The giant sign at Fairy World is strangely not affixed to the ground with nuts and bolts. It's actually affixed with just some old tape. No wonder why it falls so often into the mortals ground."
1401,院,"Inst.",0,2017-04-29 03:40:54,"The Inst. Mexico Primaria was so perfect that it got put high up in the fairy world as their basic education school."
1402,陣,"camp",0,2017-04-29 03:47:26,"In the concentration camp at fairy world, they do not gas and burn the infidels like they did in germany. They roll the over and ver with cars until they are nothing more than mulch"
1403,隊,"regiment",0,2017-04-29 03:54:13,"When MIss Piggy with devil horns got his Godparents, everything went spiraling down for the Fairy World. The first thing that she did was establish a totalitarian regiment alla Russia. THe next month, the people were starving and men were eating each other."
1404,墜,"crash",0,2018-01-12 19:40:27,"Crash Bandicoot was flying his new airplane when the Mrs. Piggy regiment deemeed it too dangerous to the national security and made the plane crash into the ground.
DID NOT RECALL."
1405,降,"descend(as in an elevator)",0,2017-10-10 17:18:00,"There is an elevator that goes down and up between the Fairy World and the Earth. It is operated by small walking legs that kick the air and as you enter they give you some sunglasses (yet most of them are incomplete) because the elevator gets really close ot the sun"
1406,階,"story/かい",0,2017-04-30 14:30:58,"This kid at the fairy world departement store decided it would be really funny for him to press all buttons in the elevator. Now everybody has to wait to get to the floor they want"
1407,陛,"highness",0,2017-04-30 14:35:15,"Your highness of the Fairy World has a guilty pleasure. He enjoys watching 2D girls compare the size of their chest on top of a mound of dirt."
1408,隣,"neighboring/vecino",0,2017-04-30 14:44:23,"My neighbours at the Fairy World are a pain in the ass. On the house behind mine, they throw this kid of rice to my lawn with hopes of it growing and destroying it. On my left, They throw tamales to my walls to smear it and make it get a rotten stench. And on the left is this fucker. This son of a bitch that just stares at my house all day with his pair of sunglasses, he really creeps me out."
1409,隔,"isolation",0,2017-04-30 14:52:15,"At the Fairy World, people who get into trouble are sent into the isolation cell. It is a special room that features a three legged pot as a centerpiece. The fairies are magically attracted to this pot and keep contemplating it for hours and hours."
1410,隠,"conceal",0,2017-04-30 14:57:28,"The vulture managed to get past the Fairy World border concealing a knife in his broom. He goes up to the council of fairies, stabs one of the memebers in the back and finally removes his heart from the body.
In reality, this vulture is just a witch disguised who needs a fairy heart on order to finish her potion."
1411,堕,"degenerate",0,2017-10-10 17:23:50,"The degenerate captured by the Fairy World, was stripped away from his earthly possesions."
1412,陥,"collapse/cave in",0,2017-04-30 15:10:23,"The Fairies were sick of father time screwing up all of their schedules just for fun so they decided to teach the old man a lesson. They bound up the poor man at a cave and made it go boom. The cave collapsed and trapped the man inside."
1413,穴,"hole",0,2017-04-30 15:15:31,"What the hell?  This house has 8 holes in it!  I'm not buying it."
1414,空,"empty/sky",0,2017-05-01 15:07:39,"The newest science experiment was a complete failure. They tried to create a black hole in the construction I-beam and failed, creating just an empty hole painted hole."
1415,控,"withdraw/withhold",0,2017-05-01 15:22:14,"The finger arrived at the Cloyster ATM witht he intention of withdrawing all of his funds. Strangely, the accout was empty. A message appeared on screen that read ""Your funds are witheld for alleged fraud. Please go to your nearest bank"""
1416,突,"stab",0,2017-05-01 15:31:28,"The St. Bernard and the crab were having a showdown. The crab actually won the match stabbing the dog and leaving a big hole behind."
1417,究,"research",0,2017-05-01 15:37:55,"When I saw this kanji I had the instant image of scientists throwing a *baseball* through a *hole* and noting the 'results'. I found that quite hilarious, but well, maybe it's just me."
1418,窒,"plug up/Nitrogen",0,2017-05-01 15:49:12,"I would very much like to plug up *Paris Hilton's hole* - not only to prevent her from ever *climaxing* again, but because I would be horrified if she ever reproduced."
1419,窃,"stealth",0,2018-01-12 19:43:08,"The word STEALTH makes me instantly think of Solid Snake, who CUTS a HOLE in a cardboard box so he can peer out of it.
CONFUSED WITH BOX YOUNG"
1420,窟,"cavern",0,2018-02-07 17:36:47,"When humanity yielded eath to the extraterrestians, we were subjected to a guinea pig test. We were sent to a black hole, what the aliens didnt know is that all black holes do not crush matter but send it into a random cavern. The only thing humanity had to do was start from 0.
FORGOTTN"
1421,窪,"depression (physical)",0,2018-01-25 18:35:23,"CDMX is placed on a depression amongst a valley. Actually, in the beggining this was just a hole. Over the time, tons and tons of water came flowing down from the mountains and filled the place with vines. We now live on top of those vines.
COMPLETELY FORGOT HOLE. STORY WORKS!

KEEP IT UP OSCAR!"
1422,搾,"squeeze",0,2017-05-01 20:57:05,"Milking a cow, you notice the hole in the teat is clogged, you try unclogging it with you finger yet you fail. You have to get out the saw in order for the milk to start flowing again."
1423,窯,"kiln",0,2017-05-01 20:56:16,"At the Kiln of the First Flame, there's a hole just below where the final battle takes place. Here there is a ceramic sheep being baked by some flames below."
1424,窮,"hard up/en la chilla",0,2017-05-01 21:11:12,"Calamardo estaba en la chilla y decidio jugarsela en un juego mortal de dunk em. En vez de pozo de agua era una simple fosa excavada y en vez de pelotas eran arcos y flechas. De esta manera, Calamardo se hizo rico con esta atraccion pero la avaricia le gano. Una flecha mal disparada y termino tirado en el hoyo"
1425,探,"grope",0,2017-05-01 21:35:57,"There's this new kind of weird fetish porn on the internet, there's a young woman on top of a tree and the old finger comes by and starts groping her. The scene ends with her nipples being pierced with a paper punch."
1426,深,"deep",0,2017-05-01 21:40:56,"Oxygen was getting scarce on earth. People started ot panick and asked the governments for a solution; they sent a team of divers to the depths of the deep ocean equipped with paper punches and told them to perforate the stromatolites in order to release oxygen"
1427,丘,"hill",0,2017-05-01 22:00:31,"Excalibur is the sword planted in a rock. Lesser known  AXCAHILLBUR is the *axe* planted on top of the Beacon's Hill"
1428,岳,"Point",0,2017-12-11 19:14:17,"On the summit of the mountain there is a fine Point that leads into axehilliburg.
PUT NEEDLE ON IT"
1429,兵,"soldier",0,2017-05-01 23:50:48,"Japanese soldiers are employing new tactics in order to make war. They lie down at a hill camouflaged and get near the enemy camp. When the enemy goes to sleep, soldiers throw animal legs at them from the hills to attract bears. If anyone is to survive the attack, they are to be silenced with axecallibur"
1430,浜,"seacoast/litoral",0,2017-05-02 00:00:41,"The soldiers were tasked with going down to the litoral and retrieveing the lost piece of Mahjong"
1431,糸,"thread",0,2017-05-02 15:55:11,"I also went with Spiderman. However, in the cases where this primitive appears under other primitives, as opposed to on the left (I think there are ~5 times in this chapter) I've opted to use a similar character: Venom. This helps keep the positioning clear, especially on such characters as {細} and {累}."
1432,織,"weave",0,2017-10-10 17:25:35,"Spiderman accepted to work at the weaving factory with the only condition that kazoo music must play at all times."
1433,繕,"darning(mending clothes with yar",0,2017-05-03 00:54:03,"The old lady was darning her virtouso's kid's suit  bottom when the amazing Spider-man came by swinging and accidentally unrolled a ball of yarn. Darn kids these days! they dont know how to respect their elders."
1434,縮,"shrink",0,2017-05-03 01:00:07,"Starmie was finally going to do it. Fear ran all about her body however she was determined to do it. She opened the door with a swift movement and saw the Spider-man lying semi naked on the bed of the inn. Starmie was a young one and she was not expecting this sight; she panicked and used Shrink. Sadly, this backfired and made every clothe int he room shrink in size, including also Spider-man's suit."
1435,繁,"luxuriant(abundant in growth)",0,2017-05-03 01:07:15,"Venom realized that going one on one with spidermean wouldn't work out. He devised a master plan to destroy his opponent. He sent every Hitler soldier a Luxury Ball containing the seeds of evil and so made himself an army of evil soldier commanded by him."
1436,縦,"vertical",0,2017-05-03 01:28:51,"When *Spider-man* does his amazing vertical wall climbing, a throng of photographers *accompanies* him to get a good shot of the action."
1437,緻,"fine",0,2017-10-10 17:30:34,"Spiderman said to the vintner:
""Golly! What a fine wine you have here sir!""
To which the vintner responded:
どういたしまして！
Since he was japanese.

He then signedhis bottle with a fine liner"
1438,線,"line(subway)",0,2017-05-03 01:42:09,"There's this secret station on the 12th line of the subway where Spider-man gets off to refresh in the subterranean springs heated by the electrical railings."
1439,綻,"come apart at the seams",0,2017-05-03 01:51:32,"*Spiderman* is so *determined* to catch criminals that he doesn't notice his costume is #coming apart at the seams#. The Daily Bugle will love this! ""Spider-pervert terrorizes city!"""
1440,締,"tighten",0,2018-01-25 19:29:05,"Captain Spider-man was navigating his ship calmly through the sea when a storm was sighted on the horizon. The first thing that he ordered was for the sovereing to be tightened into the mast until further notice. Raging, the wet sovereign remained like this until the storm subsided
FORGOTTEB"
1441,維,"fiber",0,2017-05-03 02:00:42,"The master turkey hitman was tasked witht he assasination of the spider-man, he devised a machiavelic plan. He first tired out Spider-man by making him chase fake criminals all day, then he rigged his house with somnifers. Finally, as he was about to avoid the danger, he surprised him with a fiberwire to the neck from behind."
1442,羅,"gauze",0,2017-05-03 02:10:29,"The gauze is woven by small eyeballs interlacing the fiber wires."
1443,練,"practice(not training)",0,2017-05-03 02:13:55,"Spider-man prctices his swing every day early in the morning by hitting a sandbag with a baseball bat towards the east."
1444,緒,"thong",0,2017-05-03 02:20:00,"Spider-man and the nudist ninja were fighting over a woman's thong. They arrived at the decision that whoever was able to steal a thread from a grandmas' panty, he would be awarded witht the hong."
1445,続,"continue/つづく",0,2017-05-03 02:29:28,"Spider-man sells continues to videogame characters that get a game over."
1446,絵,"picture",0,2017-05-03 02:31:40,"As a happy reminder of good times, Spider-man took a photo of all the superheroes at Hero-con and hold the picture dearly every night remembering the meeting."
1447,統,"overall",0,2017-05-03 02:35:49,"Spider-man received his most expected package, the infant. He opened up the box and instantly connected it to his computer. he alloted the infant with some overalls and minor adjustments. ""Overall, a good purchase"" his review reads on the internet."
1448,絞,"strangle",0,2017-05-03 02:39:26,"Vader with a a top hat was just walking down the street calmly and peacefully. He was mingling witht he people around him when the Spider-man came swinging around and gave him a painful kick. Being so pissed about this, Vader (sitll with his top hat!) strangled poor spiderman not with the force, but with his own hands."
1449,給,"salary",0,2017-05-03 02:46:33,"Did you know that Spiderman gets paid by the mayor for fighting crime? The only problem is that since he doesn't have a bank account, his salary is paid out in cash. And since he doesn't carry around a wallet, he has to somehow fit the bills in his costume: a few on his back, a few on his chest, etc."
1450,絡,"interlace",0,2017-05-03 02:50:11,"The SPider-man is such a considerate superhero. He stopped his daily routine just to interlace and entwine a small walkie talkie hair into cute braids."
1451,結,"to tie the knot",0,2017-05-04 01:03:52,"Ok, here, you have to think of the phrase ""TIE the knot"" , which means a wedding (this kanji is used in the marriage compound 結婚 けっこん ). Now, at US weddings, it ends with the couple driving away with cans being dragged behind the car. So here, think of SPIDERMAN, who will TIE the knot with Mary Jane. At his wedding, Spider THREAD attached (or TIED) to SPRAYCANS are being drug behind the limo as they drive off."
1452,終,"end(おわります)",0,2017-05-04 01:09:11,"On winter, the End's camouflage becomes useless as it snows in Tselinoyarsk. This way, spider-man quickly sopts him and gives him a nice kick."
1453,級,"class",0,2017-05-04 01:15:59,"Spider-man is applying for the JPLT 1 test, and he gest caught cheating. The teacher fires his robo fist at him and squeezes him."
1454,紀,"chronicle",0,2018-02-02 19:25:00,"The box that comes with the Xenoblade Chronicles games has an amazing surprise.
When the box is opened, a giant snake starts coming out and at the same time, Spider-man swings by delivering a kick to the head of the beast.
CONFUED WITH QUARTER AND SNAKE"
1455,紅,"crimson",0,2017-05-04 01:28:17,"Crimson chin engages in a maginificent battle witht eh Spider-man. The climax of the battle was when his chin and a net propelled i-beam clashed together in a cloud of sparks"
1456,納,"arreglo",0,2017-05-04 01:34:40,"Encontraron a Spider-man dentro del bano de mujeres. La prenda que lo delato fue su exhuberante cinturon lleno de brillantes. ""Espera espera, podemos llegar a un acuerdo!"""
1457,紡,"spinning",0,2017-05-04 01:38:43,"The new Autism Spinner alongside with his Spinning classes, allow spiderman to shoot the webs in any direction. Even through the bullet hell of Touhou"
1458,紛,"distract",0,2017-05-04 02:11:50,"Every minute that Spider-man studies kanji, he gets distracted by useless things"
1459,紹,"introduce",0,2017-05-04 02:13:16,"The difference between Spider-Man and the common employee introduction is obvious. Spider-man seduces everyone with his webs and tricks."
1460,経,"sutra/economics",0,2017-05-04 02:17:46,"spider-man was uninitiated when the sex began. He actually wrote down all of the kamasutra in a toilet paper roll and read it as he had the woman in front."
1461,紳,"sire",0,2017-05-04 02:23:28,"""One thousand pushups!"" says the Ltt. Monkey to the poor spider-man at the BUD academy. ""Yes Sire!"" replies Spider-man"
1462,約,"promise",0,2017-05-04 02:27:56,"Spider-man couldn't keep his promise to his girlfriend and decided it would be better just to commit seppuku with a ladle"
1463,細,"dainty(delicate)",0,2017-05-04 02:32:01,"After a long life of fighting evil, Spider-man has retired to the countryside and now breeds Dainty Morganas and grows rice."
1464,累,"accumulate",0,2017-05-04 02:39:33,"Venom was always a nitwit in comparison to Spidey. He crafts a master plan in which he starts stealing and accumulating the brains of many peple around him andd starts linking the with wires. The final project consists of thousands of brains linked to Venom's brain. The final touch is the addition of an accumulator to the circuit of brains"
1465,索,"cord",0,2017-10-10 17:33:02,"Venom has devised yet another dubious machine to torture his enemies. He slams a crown made of needles on top of his enemies head and different parts of their body, he then connects the cord that goes from the crowns to a contact in the wall"
1466,総,"general",0,2017-05-04 02:53:31,"A man on /csg/ oredered a cheap Spider-Man figure off Ali, he did it insecurely through the General use session and got a surpise waiting for him in the mail; the spider man was fine until he approached a public restroom. The figure jumped out of his bag and took the man's heart out. The small figure displayed a list of the General Use Kanji until a Militar general arrived at the gruesome scene."
1467,綿,"cotton",0,2018-01-29 16:56:45,"Spider-Man swinged across the sky in the Watanagashi and threw some white towels in the people below. These towels were white and turned to red with the blood of the people.
RIGHT SIDE BLURRY"
1468,絹,"silk",0,2017-05-06 19:54:07,"Spider-Man is a sadist. He puts an iron on poor Mary Jane's skin on the silk modality, he puts some web on the wound and licks the burned skin with his mouth."
1469,繰,"winding",0,2017-05-06 20:08:35,"At Times square, the Spider-Man exhibition is wonder by the sofa with arms."
1470,継,"inherit",0,2017-05-06 20:13:14,"Spider-Man went fishing one day and decided to employ the old strategy in which you put an Onigiri in a hook and wait for a catch. Just that I'm this case, when he reeled in he actually got a testament which avails him to inherit a fortune."
1471,緑,"green/みどり",0,2017-10-10 17:38:46,"The kid was tasked with making the green colour out of natural ingredients.
Spiderman helped him collect some green leaves and when they were steeping, he offered the boy a rice youghurt to pass the time."
1472,縁,"affinity",0,2017-05-06 20:29:25,"Spider-Man has nothing to do one evening and decided to go on fur affinity. There he found a small image of a pig dressed up as him, naked, and cleaning the floor with a broom. Through my aroused."
1473,網,"net/network",0,2017-05-06 23:47:05,"In that tennis club there's this special event where if you hit a special place during a snatch you automatically win the game. This place is very specific. It's a glass covered depiction of one dead horned moose. Spider-Man just comes by and steals these like nothing"
1474,緊,"tense",0,2017-05-06 23:52:08,"Venom was comfortably walking down a street when he bumped into Yoda. They were so pissed at this that they both got into an argument. There was so much tension that yoda actually grabbed his lightsaber and sliced it in half. The two of them then relaxed and kept going their ways."
1475,紫,"purple",0,2017-05-06 23:59:35,"Venom is painting the Chinese wall purple. He grabs a spoon worth of paint and smears it on the wall. Then he stops for a while until the paint dries and behind again. He is still going to this day."
1476,縛,"truss/atar",0,2018-02-06 17:55:12,"しばり！We learn the kanji for shibari (Japanese rope bondage) in this frame and the kanji for rope, 縄　なわ, in the next. Spiderman engages in some shibari with a hot acupuncturist. Not only does he use special eel-glossed rope to truss her, but also acupuncturist needles to add some extra spice to the encounter.
CONFUSED WITH FLESH MOUTH AND THREAD"
1477,縄,"straw rope",0,2017-05-07 00:16:40,"The tortoise has escaped his bounding and is now fleeing form it's captors. The inbound tortoise actually uses the rope he was tied to escape alla Spider-Man To the point that he actually meets the one while swinging by."
1478,幼,"infancy",0,2017-05-07 22:44:15,"In his infancy, Terry Crews used to use Casccons as punching bags"
1479,後,"behind/午(ご)",0,2017-05-07 23:36:43,"In clock town, there is a giant clock amidst the town that everybody uses as a reference. This clokc has a special function in order for it to determine whether it's A.M. or P.M.
The 12 o'clock mark has a column as an indication of the time. When the time hits PM, cascoon comes out and starts chasing behind the hands with his walking legs. When the hands mark the AM, cascoon rests untile the next day."
1480,幽,"faint (as a ghost)",1,2017-06-25 19:06:58,"A man was climbing up a mountain. It was getting dark so he decided to set camp. After the tent was finished, he was about to go to sleep when he caught a glimpse of something in the corner of his eye. A pair of faint eyes looked at him from the darkness of the forest. He panicked so much he fainted inside his SleepBag. The next morning, he woke up wary of the threat besides him, he carefully got out and saw that the two faint eyes he saw yesterday were just two cocoons that reflected the fire's light."
1481,幾,"how many/いくら",0,2017-05-11 01:58:25,"It is a little awkward when you are at a *fiesta* and the host serves some rare delicacy, like moth *cocoons*, the guests must  decide #how many# it would be polite to eat. You do the math in your head and it comes out to two *cocoons* per *person*. This is why the horizontal line is a fraction bar with two *cocoons* on the top, and one *person* the bottom."
1482,機,"(defense) mechanism",0,2017-05-08 00:00:02,"The tree shredding mechanism has taken up residence outside my house. As always they woke me up earlier that I would have liked to. BUt then I spotted something different from other times. Thsi time it wasn't unmanned, there was a man besides the mechanism that was counting the number of trees that activated the self-defense mechanism with an abacus. He nearly got scratched oncewith the flailing trees."
1483,畿,"capital suburbs/kinki region",0,2017-10-10 17:40:27,"People have tried to go to the kinki region with an abacus to count how many people are there but the kinki bastards always hide in the rice fields."
1484,玄,"mysterious",0,2017-05-08 00:10:31,"You never see the crew refill the Mystery Machine on the scenes. That's because the va doesn't run on gas. There's a cascoon with a top hat inside of the machine that powers it via pure hatred."
1485,畜,"livestock",0,2018-01-25 18:48:14,"There is no such thing as aliens abducting livetock from farms. The Mystery Machine comes every night to this place and steals some livestock. Weirdly enough, I do know what they use it for: they ""plant"" the livestock in a rice field and let it grow. Mysteriouly, it actually grows!

FORGOTTEN"
1486,蓄,"amasar",0,2017-05-08 00:21:20,"When the crew went out of order since there were no more criminals, they split up the work. The women amasaban the flowers in order to make masa. On the other hand, the men abducted and ""planted"" livestock in rice fields in order to make a living. they-ve been doing that for years and theý've now ammased a fortune"
1487,弦,"instrument string",0,2017-05-08 00:29:06,"They guys at the mystery machine are really fudging weird. They went into the village shooting with bows at the villagers while a man inside the van played Beethoven's 5th String Concerto in an old cello."
1488,擁,"advocate (for human rights)",0,2018-01-12 19:33:35,"The turkey parked The Mystery Machine in front of the kindergarten and started advocating for the right they had, it was all good and good until he threw the severed fingers at the kids as if they were candy, Thats when the true human rights advocators came in and stopped the turkey
PUT DOUBLE MYSTERIOUS. GET ELEMENTS IN ORDER. STROKE ORDER IS IMPORTANT"
1489,滋,"nourishing",0,2017-05-08 00:40:21,"At the day-care theyr eceive Pokemon and nourish them while thir owners are away. Yet the is this dark secret that nobody knows: one time each 55 yers, one rape van comes into the day-care and takes away Pokemon that have been left there for 5 years. The people at the van drown the poor pokemon and let it die malnourished. the rest of the pokemon don't see this but the employees do."
1490,慈,"mercy",0,2017-05-08 00:43:19,"The man was abducted in the rape van by Yakuza. He begged for mercy on his knees but they paid him no heed. The Yakuza took out the poor mans' heart in one single blow."
1491,磁,"magnet",0,2017-05-08 00:49:12,"At first, the rape van got into the troll neighbourhood offering free candy. they were received with an influx of stones. They later retuned offering free magnests and magically, they were full of children.
:::
A magnet is a rock with two sides; one that mysteriously pushes and one that pulls; doubly mysterious. (see astridtops' story)."
1492,系,"lineage",0,2017-05-11 18:00:41,"A village lineage was almost over with just one man remaining. Before he died, Venom took a drop of his symbiotic and gave it to the man to duplicate hid DNA. The lineage continued."
1493,係,"person in charge",0,2017-05-08 01:01:08,"The angry woman arrives at McDonalds demanding for an explanation to the poor cashier. She screams ""Who is the person in charge here?!"" thats when Norris comes from the back of the kitchen to the counter and faces the woman. The lady keeps rambling about nonsense and finishes Norris patience. He grabs one strand of his DNA and injects it into the woman. The woman suddenly tranforms into another Norris. Now there are two persons in charge."
1494,孫,"grandchild",0,2017-05-08 01:02:40,"Your #grandchild# is the child of your *DNA*."
1495,懸,"suspend",0,2017-05-08 01:12:25,"The felony was so that not only was the kid suspended from school but he was transported to the prison prefecture to get a sample from his hearts' DNA and remove it from the gene pool."
1496,遜,"modest",0,2017-10-10 19:54:45,"The arrogant kid was walking one day down the road when he suddenly tripped and faceplanted himself. That was the rucial moment as witht the fall, all of the arrogant genes fell down on the road. The kid had lost his arrogancy.
The road signifies the hardships of life, the genes being the lessons learn the bad way"
1497,却,"instead",0,2017-06-15 00:00:13,"*Gone* is the time for *stamps* - use e-mail #instead#."
1498,脚,"shins",0,2017-05-11 18:43:36,"The shin revolution in the football field revolutionzed the scene. Players no longer get hit in the shins, instead, a pack of meat is used as protectors to avoid injury."
1499,卸,"wholesale",0,2017-05-09 03:45:10,"The wholesale seller at Ali stopped selling zebra meat because to correctly import it, they needed a lot of stamps and the zebra was no longer edible with those."
1500,御,"honorable/(ご)はん",0,2017-09-04 16:48:50,"There was a murder on the front of the column, yet the victim died an honorable death and got the killer caught. His body was then sold as wholesale meat as a punishment."
1501,服,"clothing",0,2017-05-09 04:05:33,"The man had to be the special snowflake and do whatever he wanted. Everybody arrived at the meeting with a suitcase full of a change of clothes. Then this man arrived, this ""revolutionary"" man arrived with a small suitcase. When everybody ws dressed, he just opened it, bared himself to the red flesh and put a small tamp over his crotch. Not even on his crotch but over it, in the pubical region."
1502,命,"fate",0,2017-05-09 04:13:07,"The last will of Morgan Fate was to be tranformed into a nice stamp, meet a mouth and fit a small square in an envelope. Such was her fate in the end."
